mat_path,subject_id,exp_idx,light,motion,exercise,skin_color,gender,glasser,hair_cover,makeup,L,MO,E,S,GE,GL,H,MA,matched_npy_count,matched_npys,error
/zfsauton/data/straps/MMPD/subject1/p1_18.mat,1,18,Nature,Talking,False,4,male,True,False,False,4,3,2,4,1,1,2,2,2,/zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject1_L4_MO3_E2_S4_GE1_GL1_H2_MA2_input0.npy | /zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject1_L4_MO3_E2_S4_GE1_GL1_H2_MA2_label0.npy,
/zfsauton/data/straps/MMPD/subject1/p1_19.mat,1,19,Nature,Walking,False,4,male,True,False,False,4,4,2,4,1,1,2,2,2,/zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject1_L4_MO4_E2_S4_GE1_GL1_H2_MA2_label0.npy | /zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject1_L4_MO4_E2_S4_GE1_GL1_H2_MA2_input0.npy,
/zfsauton/data/straps/MMPD/subject1/p1_2.mat,1,2,LED-low,Talking,False,4,male,True,False,False,1,3,2,4,1,1,2,2,2,/zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject1_L1_MO3_E2_S4_GE1_GL1_H2_MA2_label0.npy | /zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject1_L1_MO3_E2_S4_GE1_GL1_H2_MA2_input0.npy,
/zfsauton/data/straps/MMPD/subject1/p1_3.mat,1,3,LED-low,Walking,False,4,male,True,False,False,1,4,2,4,1,1,2,2,2,/zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject1_L1_MO4_E2_S4_GE1_GL1_H2_MA2_input0.npy | /zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject1_L1_MO4_E2_S4_GE1_GL1_H2_MA2_label0.npy,
/zfsauton/data/straps/MMPD/subject1/p1_4.mat,1,4,LED-high,Stationary,False,4,male,True,False,False,2,1,2,4,1,1,2,2,2,/zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject1_L2_MO1_E2_S4_GE1_GL1_H2_MA2_label0.npy | /zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject1_L2_MO1_E2_S4_GE1_GL1_H2_MA2_input0.npy,
/zfsauton/data/straps/MMPD/subject1/p1_5.mat,1,5,LED-high,Rotation,False,4,male,True,False,False,2,2,2,4,1,1,2,2,2,/zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject1_L2_MO2_E2_S4_GE1_GL1_H2_MA2_label0.npy | /zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject1_L2_MO2_E2_S4_GE1_GL1_H2_MA2_input0.npy,
/zfsauton/data/straps/MMPD/subject1/p1_6.mat,1,6,LED-high,Talking,False,4,male,True,False,False,2,3,2,4,1,1,2,2,2,/zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject1_L2_MO3_E2_S4_GE1_GL1_H2_MA2_label0.npy | /zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject1_L2_MO3_E2_S4_GE1_GL1_H2_MA2_input0.npy,
/zfsauton/data/straps/MMPD/subject1/p1_7.mat,1,7,LED-high,Walking,False,4,male,True,False,False,2,4,2,4,1,1,2,2,2,/zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject1_L2_MO4_E2_S4_GE1_GL1_H2_MA2_input0.npy | /zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject1_L2_MO4_E2_S4_GE1_GL1_H2_MA2_label0.npy,
/zfsauton/data/straps/MMPD/subject1/p1_8.mat,1,8,Incandescent,Stationary,False,4,male,True,False,False,3,1,2,4,1,1,2,2,2,/zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject1_L3_MO1_E2_S4_GE1_GL1_H2_MA2_input0.npy | /zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject1_L3_MO1_E2_S4_GE1_GL1_H2_MA2_label0.npy,
/zfsauton/data/straps/MMPD/subject1/p1_9.mat,1,9,Incandescent,Rotation,False,4,male,True,False,False,3,2,2,4,1,1,2,2,2,/zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject1_L3_MO2_E2_S4_GE1_GL1_H2_MA2_input0.npy | /zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject1_L3_MO2_E2_S4_GE1_GL1_H2_MA2_label0.npy,
/zfsauton/data/straps/MMPD/subject10/p10_0.mat,10,0,LED-low,Stationary,False,4,female,False,False,False,1,1,2,4,2,2,2,2,2,/zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject10_L1_MO1_E2_S4_GE2_GL2_H2_MA2_label0.npy | /zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject10_L1_MO1_E2_S4_GE2_GL2_H2_MA2_input0.npy,
/zfsauton/data/straps/MMPD/subject10/p10_1.mat,10,1,LED-low,Rotation,False,4,female,False,False,False,1,2,2,4,2,2,2,2,2,/zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject10_L1_MO2_E2_S4_GE2_GL2_H2_MA2_label0.npy | /zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject10_L1_MO2_E2_S4_GE2_GL2_H2_MA2_input0.npy,
/zfsauton/data/straps/MMPD/subject10/p10_10.mat,10,10,Incandescent,Talking,False,4,female,False,False,False,3,3,2,4,2,2,2,2,2,/zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject10_L3_MO3_E2_S4_GE2_GL2_H2_MA2_input0.npy | /zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject10_L3_MO3_E2_S4_GE2_GL2_H2_MA2_label0.npy,
/zfsauton/data/straps/MMPD/subject10/p10_11.mat,10,11,Incandescent,Walking,False,4,female,False,False,False,3,4,2,4,2,2,2,2,2,/zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject10_L3_MO4_E2_S4_GE2_GL2_H2_MA2_label0.npy | /zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject10_L3_MO4_E2_S4_GE2_GL2_H2_MA2_input0.npy,
/zfsauton/data/straps/MMPD/subject10/p10_12.mat,10,12,Incandescent,Stationary (after exercise),True,4,female,False,False,False,3,1,1,4,2,2,2,2,2,/zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject10_L3_MO1_E1_S4_GE2_GL2_H2_MA2_label0.npy | /zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject10_L3_MO1_E1_S4_GE2_GL2_H2_MA2_input0.npy,
/zfsauton/data/straps/MMPD/subject10/p10_13.mat,10,13,LED-high,Stationary (after exercise),True,4,female,False,False,False,2,1,1,4,2,2,2,2,2,/zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject10_L2_MO1_E1_S4_GE2_GL2_H2_MA2_input0.npy | /zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject10_L2_MO1_E1_S4_GE2_GL2_H2_MA2_label0.npy,
/zfsauton/data/straps/MMPD/subject10/p10_14.mat,10,14,LED-low,Stationary (after exercise),True,4,female,False,False,False,1,1,1,4,2,2,2,2,2,/zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject10_L1_MO1_E1_S4_GE2_GL2_H2_MA2_input0.npy | /zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject10_L1_MO1_E1_S4_GE2_GL2_H2_MA2_label0.npy,
/zfsauton/data/straps/MMPD/subject10/p10_15.mat,10,15,Nature,Stationary (after exercise),True,4,female,False,False,False,4,1,1,4,2,2,2,2,2,/zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject10_L4_MO1_E1_S4_GE2_GL2_H2_MA2_label0.npy | /zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject10_L4_MO1_E1_S4_GE2_GL2_H2_MA2_input0.npy,
/zfsauton/data/straps/MMPD/subject10/p10_16.mat,10,16,Nature,Stationary,False,4,female,False,False,False,4,1,2,4,2,2,2,2,2,/zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject10_L4_MO1_E2_S4_GE2_GL2_H2_MA2_input0.npy | /zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject10_L4_MO1_E2_S4_GE2_GL2_H2_MA2_label0.npy,
/zfsauton/data/straps/MMPD/subject10/p10_17.mat,10,17,Nature,Rotation,False,4,female,False,False,False,4,2,2,4,2,2,2,2,2,/zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject10_L4_MO2_E2_S4_GE2_GL2_H2_MA2_input0.npy | /zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject10_L4_MO2_E2_S4_GE2_GL2_H2_MA2_label0.npy,
/zfsauton/data/straps/MMPD/subject10/p10_18.mat,10,18,Nature,Talking,False,4,female,False,False,False,4,3,2,4,2,2,2,2,2,/zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject10_L4_MO3_E2_S4_GE2_GL2_H2_MA2_input0.npy | /zfsauton/data/straps/MMPD/processed_dataset/MMPD_SizeW72_SizeH72_ClipLength180_DataTypeRaw_DataAugNone_LabelTypeRaw_Crop_faceTrue_BackendY11F_Large_boxFalse_Large_size1.5_Dyamic_DetTrue_det_len30_Median_face_boxTrue_unsupervised/subject10_L4_MO3_E2_S4_GE2_GL2_H2_MA2_label0.npy,
